table_id,column_id,of_variable,of_type,with_entry
core,Dated material,age,description,"Age, dated material (Dated material) PI: Holmquist, James R (https://orcid.org/0000-0003-2546-6766, james.holmquist@gmail.com)"
core,Comm,age,method,--
core,Dated material,age,method,--
core,Age dated [ka],age,method,uncalibrated
core,Age dated [ka],age,unit,ka BP
core,Age dated [ka],age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Holmquist, James R (https://orcid.org/0000-0003-2546-6766, james.holmquist@gmail.com)"
core,Lab label,lab_label,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Holmquist, James R (https://orcid.org/0000-0003-2546-6766, james.holmquist@gmail.com)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Holmquist, James R (https://orcid.org/0000-0003-2546-6766, james.holmquist@gmail.com)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Age unc [±],age,1 sigma,--
core,Comm,age,description,"Age, comment (Comm) PI: Garneau, Michelle (https://orcid.org/0000-0002-1956-9243, garneau.michelle@uqam.ca)"
core,Age dated [ka],age,description,"Age, dated [ka] (Age dated) PI: Garneau, Michelle (https://orcid.org/0000-0002-1956-9243, garneau.michelle@uqam.ca) COMMENT: Uncalibrated date"
core,Age unc [±],age,description,"Age, uncertainty [±] (Age unc) PI: Garneau, Michelle (https://orcid.org/0000-0002-1956-9243, garneau.michelle@uqam.ca) COMMENT: Lab uncertainty"
core,Dated material,age,description,"Age, dated material (Dated material) PI: Garneau, Michelle (https://orcid.org/0000-0002-1956-9243, garneau.michelle@uqam.ca)"
core,Comm,age,method,--
core,Dated material,age,method,--
core,Age dated [ka],age,method,uncalibrated
core,Age dated [ka],age,unit,ka BP
core,Age dated [ka],age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Garneau, Michelle (https://orcid.org/0000-0002-1956-9243, garneau.michelle@uqam.ca)"
core,Lab label,lab_label,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Garneau, Michelle (https://orcid.org/0000-0002-1956-9243, garneau.michelle@uqam.ca)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Garneau, Michelle (https://orcid.org/0000-0002-1956-9243, garneau.michelle@uqam.ca)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Age [ka BP],age,description,"AGE [ka BP] (Age) GEOCODE PI: Garneau, Michelle (https://orcid.org/0000-0002-1956-9243, garneau.michelle@uqam.ca) COMMENT: Loisel et al. 2014"
core,Age [ka BP],age,unit,ka BP
core,Age [ka BP],age,value,--
core,DBD [g/cm**3],bulk_density,description,"Density, dry bulk [g/cm  3] (DBD) PI: Garneau, Michelle (https://orcid.org/0000-0002-1956-9243, garneau.michelle@uqam.ca)"
core,DBD [g/cm**3],bulk_density,unit,g cm-3
core,DBD [g/cm**3],bulk_density,value,--
core,doi,doi,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Garneau, Michelle (https://orcid.org/0000-0002-1956-9243, garneau.michelle@uqam.ca)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Corg dens [g/cm**3],organic_carbon,description,"Density, organic carbon [g/cm  3] (Corg dens) PI: Garneau, Michelle (https://orcid.org/0000-0002-1956-9243, garneau.michelle@uqam.ca)"
core,Corg dens [g/cm**3],organic_carbon,unit,g cm-3
core,Corg dens [g/cm**3],organic_carbon,value,--
core,OM [%],organic_matter,description,"Organic matter [%] (OM) PI: Garneau, Michelle (https://orcid.org/0000-0002-1956-9243, garneau.michelle@uqam.ca)"
core,OM dens [g/cm**3],organic_matter,description,"Density, organic matter [g/cm  3] (OM dens) PI: Garneau, Michelle (https://orcid.org/0000-0002-1956-9243, garneau.michelle@uqam.ca)"
core,OM [%],organic_matter,unit,mass percent
core,OM dens [g/cm**3],organic_matter,unit,g cm-3
core,OM [%],organic_matter,value,--
core,OM dens [g/cm**3],organic_matter,value,--
core,Age [ka BP] (Loisel et al. 2014),age,description,"AGE [ka BP] (Age) GEOCODE PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) COMMENT: Loisel et al. 2014"
core,Age [ka BP] (Loisel et al. 2014),age,unit,ka BP
core,Age [ka BP] (Loisel et al. 2014),age,value,--
core,DBD [g/cm**3],bulk_density,description,"Density, dry bulk [g/cm  3] (DBD) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,DBD [g/cm**3],bulk_density,unit,g cm-3
core,DBD [g/cm**3],bulk_density,value,--
core,doi,doi,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Corg dens [g/cm**3],organic_carbon,description,"Density, organic carbon [g/cm  3] (Corg dens) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Corg dens [g/cm**3],organic_carbon,unit,g cm-3
core,Corg dens [g/cm**3],organic_carbon,value,--
core,Peat type,peat,description,"Peat type (Peat type) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Peat type (Loisel et al. 2014),peat,description,"Peat type (Peat type) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) COMMENT: Loisel et al. 2014"
core,Peat type,peat,note,--
core,Peat type (Loisel et al. 2014),peat,note,--
core,TC [%],total_carbon,description,"Carbon, total [%] (TC) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,TC [%],total_carbon,unit,mass percent
core,TC [%],total_carbon,value,--
core,TN [%],total_nitrogen,description,"Nitrogen, total [%] (TN) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,TN [%],total_nitrogen,unit,mass percent
core,TN [%],total_nitrogen,value,--
core,Age [ka BP],age,description,"AGE [ka BP] (Age) GEOCODE PI: Lavoie, Martin (martin.lavoie@cen.ulaval.ca) COMMENT: Loisel et al. 2014"
core,Age [ka BP],age,unit,ka BP
core,Age [ka BP],age,value,--
core,DBD [g/cm**3],bulk_density,description,"Density, dry bulk [g/cm  3] (DBD) PI: Lavoie, Martin (martin.lavoie@cen.ulaval.ca)"
core,DBD [g/cm**3],bulk_density,unit,g cm-3
core,DBD [g/cm**3],bulk_density,value,--
core,doi,doi,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Lavoie, Martin (martin.lavoie@cen.ulaval.ca)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Corg dens [g/cm**3],organic_carbon,description,"Density, organic carbon [g/cm  3] (Corg dens) PI: Lavoie, Martin (martin.lavoie@cen.ulaval.ca)"
core,Corg dens [g/cm**3],organic_carbon,unit,g cm-3
core,Corg dens [g/cm**3],organic_carbon,value,--
core,OM [%],organic_matter,description,"Organic matter [%] (OM) PI: Lavoie, Martin (martin.lavoie@cen.ulaval.ca)"
core,OM dens [g/cm**3],organic_matter,description,"Density, organic matter [g/cm  3] (OM dens) PI: Lavoie, Martin (martin.lavoie@cen.ulaval.ca)"
core,OM [%],organic_matter,unit,mass percent
core,OM dens [g/cm**3],organic_matter,unit,g cm-3
core,OM [%],organic_matter,value,--
core,OM dens [g/cm**3],organic_matter,value,--
core,Age [ka BP],age,description,"AGE [ka BP] (Age) GEOCODE PI: MacDonald, Glen M (macdonal@geog.ucla.edu) COMMENT: Loisel et al. 2014"
core,Age [ka BP],age,unit,ka BP
core,Age [ka BP],age,value,--
core,DBD [g/cm**3],bulk_density,description,"Density, dry bulk [g/cm  3] (DBD) PI: MacDonald, Glen M (macdonal@geog.ucla.edu)"
core,DBD [g/cm**3],bulk_density,unit,g cm-3
core,DBD [g/cm**3],bulk_density,value,--
core,doi,doi,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: MacDonald, Glen M (macdonal@geog.ucla.edu)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Corg dens [g/cm**3],organic_carbon,description,"Density, organic carbon [g/cm  3] (Corg dens) PI: MacDonald, Glen M (macdonal@geog.ucla.edu)"
core,Corg dens [g/cm**3],organic_carbon,unit,g cm-3
core,Corg dens [g/cm**3],organic_carbon,value,--
core,OM [%],organic_matter,description,"Organic matter [%] (OM) PI: MacDonald, Glen M (macdonal@geog.ucla.edu)"
core,OM dens [g/cm**3],organic_matter,description,"Density, organic matter [g/cm  3] (OM dens) PI: MacDonald, Glen M (macdonal@geog.ucla.edu)"
core,OM [%],organic_matter,unit,mass percent
core,OM dens [g/cm**3],organic_matter,unit,g cm-3
core,OM [%],organic_matter,value,--
core,OM dens [g/cm**3],organic_matter,value,--
core,Age [ka BP],age,description,"AGE [ka BP] (Age) GEOCODE PI: MacDonald, Glen M (macdonal@geog.ucla.edu) COMMENT: Loisel et al. 2014"
core,Age [ka BP],age,unit,ka BP
core,Age [ka BP],age,value,--
core,DBD [g/cm**3],bulk_density,description,"Density, dry bulk [g/cm  3] (DBD) PI: MacDonald, Glen M (macdonal@geog.ucla.edu)"
core,DBD [g/cm**3],bulk_density,unit,g cm-3
core,DBD [g/cm**3],bulk_density,value,--
core,doi,doi,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: MacDonald, Glen M (macdonal@geog.ucla.edu)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Corg dens [g/cm**3],organic_carbon,description,"Density, organic carbon [g/cm  3] (Corg dens) PI: MacDonald, Glen M (macdonal@geog.ucla.edu)"
core,Corg dens [g/cm**3],organic_carbon,unit,g cm-3
core,Corg dens [g/cm**3],organic_carbon,value,--
core,OM [%],organic_matter,description,"Organic matter [%] (OM) PI: MacDonald, Glen M (macdonal@geog.ucla.edu)"
core,OM dens [g/cm**3],organic_matter,description,"Density, organic matter [g/cm  3] (OM dens) PI: MacDonald, Glen M (macdonal@geog.ucla.edu)"
core,OM [%],organic_matter,unit,mass percent
core,OM dens [g/cm**3],organic_matter,unit,g cm-3
core,OM [%],organic_matter,value,--
core,OM dens [g/cm**3],organic_matter,value,--
core,Age [ka BP] (Loisel et al. 2014),age,description,"AGE [ka BP] (Age) GEOCODE PI: van Bellen, Simon (https://orcid.org/0000-0002-1698-8530, simonvanbellen@gmail.com) COMMENT: Loisel et al. 2014"
core,Age [ka BP] (Loisel et al. 2014),age,unit,ka BP
core,Age [ka BP] (Loisel et al. 2014),age,value,--
core,DBD [g/cm**3],bulk_density,description,"Density, dry bulk [g/cm  3] (DBD) PI: van Bellen, Simon (https://orcid.org/0000-0002-1698-8530, simonvanbellen@gmail.com)"
core,DBD [g/cm**3],bulk_density,unit,g cm-3
core,DBD [g/cm**3],bulk_density,value,--
core,doi,doi,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: van Bellen, Simon (https://orcid.org/0000-0002-1698-8530, simonvanbellen@gmail.com)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Corg dens [g/cm**3],organic_carbon,description,"Density, organic carbon [g/cm  3] (Corg dens) PI: van Bellen, Simon (https://orcid.org/0000-0002-1698-8530, simonvanbellen@gmail.com)"
core,Corg dens [g/cm**3],organic_carbon,unit,g cm-3
core,Corg dens [g/cm**3],organic_carbon,value,--
core,OM [%],organic_matter,description,"Organic matter [%] (OM) PI: van Bellen, Simon (https://orcid.org/0000-0002-1698-8530, simonvanbellen@gmail.com)"
core,OM dens [g/cm**3],organic_matter,description,"Density, organic matter [g/cm  3] (OM dens) PI: van Bellen, Simon (https://orcid.org/0000-0002-1698-8530, simonvanbellen@gmail.com)"
core,OM [%],organic_matter,unit,mass percent
core,OM dens [g/cm**3],organic_matter,unit,g cm-3
core,OM [%],organic_matter,value,--
core,OM dens [g/cm**3],organic_matter,value,--
core,Peat type,peat,description,"Peat type (Peat type) PI: van Bellen, Simon (https://orcid.org/0000-0002-1698-8530, simonvanbellen@gmail.com)"
core,Peat type (Loisel et al. 2014),peat,description,"Peat type (Peat type) PI: van Bellen, Simon (https://orcid.org/0000-0002-1698-8530, simonvanbellen@gmail.com) COMMENT: Loisel et al. 2014"
core,Peat type,peat,note,--
core,Peat type (Loisel et al. 2014),peat,note,--
core,Age [ka BP],age,description,"AGE [ka BP] (Age) GEOCODE PI: Magnan, Gabriel (https://orcid.org/0000-0002-7758-6922, magnangabriel@gmail.com) COMMENT: Loisel et al. 2014"
core,Age [ka BP],age,unit,ka BP
core,Age [ka BP],age,value,--
core,DBD [g/cm**3],bulk_density,description,"Density, dry bulk [g/cm  3] (DBD) PI: Magnan, Gabriel (https://orcid.org/0000-0002-7758-6922, magnangabriel@gmail.com)"
core,DBD [g/cm**3],bulk_density,unit,g cm-3
core,DBD [g/cm**3],bulk_density,value,--
core,doi,doi,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Magnan, Gabriel (https://orcid.org/0000-0002-7758-6922, magnangabriel@gmail.com)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Corg dens [g/cm**3],organic_carbon,description,"Density, organic carbon [g/cm  3] (Corg dens) PI: Magnan, Gabriel (https://orcid.org/0000-0002-7758-6922, magnangabriel@gmail.com)"
core,Corg dens [g/cm**3],organic_carbon,unit,g cm-3
core,Corg dens [g/cm**3],organic_carbon,value,--
core,OM [%],organic_matter,description,"Organic matter [%] (OM) PI: Magnan, Gabriel (https://orcid.org/0000-0002-7758-6922, magnangabriel@gmail.com)"
core,OM dens [g/cm**3],organic_matter,description,"Density, organic matter [g/cm  3] (OM dens) PI: Magnan, Gabriel (https://orcid.org/0000-0002-7758-6922, magnangabriel@gmail.com)"
core,OM [%],organic_matter,unit,mass percent
core,OM dens [g/cm**3],organic_matter,unit,g cm-3
core,OM [%],organic_matter,value,--
core,OM dens [g/cm**3],organic_matter,value,--
core,Age [ka BP] (Loisel et al. 2014),age,description,"AGE [ka BP] (Age) GEOCODE PI: Mathijssen, Paul J H (https://orcid.org/0000-0002-0288-3201, paul.mathijssen@helsinki.fi) COMMENT: Loisel et al. 2014"
core,Age [ka BP] (Loisel et al. 2014),age,unit,ka BP
core,Age [ka BP] (Loisel et al. 2014),age,value,--
core,DBD [g/cm**3],bulk_density,description,"Density, dry bulk [g/cm  3] (DBD) PI: Mathijssen, Paul J H (https://orcid.org/0000-0002-0288-3201, paul.mathijssen@helsinki.fi)"
core,DBD [g/cm**3],bulk_density,unit,g cm-3
core,DBD [g/cm**3],bulk_density,value,--
core,doi,doi,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Mathijssen, Paul J H (https://orcid.org/0000-0002-0288-3201, paul.mathijssen@helsinki.fi)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Corg dens [g/cm**3],organic_carbon,description,"Density, organic carbon [g/cm  3] (Corg dens) PI: Mathijssen, Paul J H (https://orcid.org/0000-0002-0288-3201, paul.mathijssen@helsinki.fi)"
core,Corg dens [g/cm**3],organic_carbon,unit,g cm-3
core,Corg dens [g/cm**3],organic_carbon,value,--
core,OM [%],organic_matter,description,"Organic matter [%] (OM) PI: Mathijssen, Paul J H (https://orcid.org/0000-0002-0288-3201, paul.mathijssen@helsinki.fi)"
core,OM dens [g/cm**3],organic_matter,description,"Density, organic matter [g/cm  3] (OM dens) PI: Mathijssen, Paul J H (https://orcid.org/0000-0002-0288-3201, paul.mathijssen@helsinki.fi)"
core,OM [%],organic_matter,unit,mass percent
core,OM dens [g/cm**3],organic_matter,unit,g cm-3
core,OM [%],organic_matter,value,--
core,OM dens [g/cm**3],organic_matter,value,--
core,Peat type,peat,description,"Peat type (Peat type) PI: Mathijssen, Paul J H (https://orcid.org/0000-0002-0288-3201, paul.mathijssen@helsinki.fi)"
core,Peat type (Loisel et al. 2014),peat,description,"Peat type (Peat type) PI: Mathijssen, Paul J H (https://orcid.org/0000-0002-0288-3201, paul.mathijssen@helsinki.fi) COMMENT: Loisel et al. 2014"
core,Peat type,peat,note,--
core,Peat type (Loisel et al. 2014),peat,note,--
core,Age [ka BP] (Loisel et al. 2014),age,description,"AGE [ka BP] (Age) GEOCODE PI: van Bellen, Simon (https://orcid.org/0000-0002-1698-8530, simonvanbellen@gmail.com) COMMENT: Loisel et al. 2014"
core,Age [ka BP] (Loisel et al. 2014),age,unit,ka BP
core,Age [ka BP] (Loisel et al. 2014),age,value,--
core,DBD [g/cm**3],bulk_density,description,"Density, dry bulk [g/cm  3] (DBD) PI: van Bellen, Simon (https://orcid.org/0000-0002-1698-8530, simonvanbellen@gmail.com)"
core,DBD [g/cm**3],bulk_density,unit,g cm-3
core,DBD [g/cm**3],bulk_density,value,--
core,doi,doi,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: van Bellen, Simon (https://orcid.org/0000-0002-1698-8530, simonvanbellen@gmail.com)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Corg dens [g/cm**3],organic_carbon,description,"Density, organic carbon [g/cm  3] (Corg dens) PI: van Bellen, Simon (https://orcid.org/0000-0002-1698-8530, simonvanbellen@gmail.com)"
core,Corg dens [g/cm**3],organic_carbon,unit,g cm-3
core,Corg dens [g/cm**3],organic_carbon,value,--
core,OM [%],organic_matter,description,"Organic matter [%] (OM) PI: van Bellen, Simon (https://orcid.org/0000-0002-1698-8530, simonvanbellen@gmail.com)"
core,OM dens [g/cm**3],organic_matter,description,"Density, organic matter [g/cm  3] (OM dens) PI: van Bellen, Simon (https://orcid.org/0000-0002-1698-8530, simonvanbellen@gmail.com)"
core,OM [%],organic_matter,unit,mass percent
core,OM dens [g/cm**3],organic_matter,unit,g cm-3
core,OM [%],organic_matter,value,--
core,OM dens [g/cm**3],organic_matter,value,--
core,Peat type,peat,description,"Peat type (Peat type) PI: van Bellen, Simon (https://orcid.org/0000-0002-1698-8530, simonvanbellen@gmail.com)"
